server_id,customer_id,server_type,region,os_family,cpu_cores,ram_gb,disk_tb,age_days,has_gpu,is_managed
S000849,C00181,dedicated,rbx,linux,16,16,0.5,1515,0,0
S000850,C00562,database,bhs,linux,2,32,4.0,1463,0,1
S000851,C00345,dedicated,rbx,windows,8,128,1.0,1401,0,0
S000852,C00662,database,bhs,managed,8,256,2.0,1209,0,1
S000853,C00131,dedicated,gra,linux,16,16,0.5,141,0,0
S000854,C00109,storage,waw,managed,2,16,0.5,1789,0,1
S000855,C00497,vps,rbx,linux,4,8,0.1,864,0,0
S000856,C00353,vps,sbg,linux,32,32,8.0,230,0,0
S000857,C00656,vps,gra,linux,8,64,0.25,1348,0,0
S000858,C00455,vps,bhs,linux,8,64,0.5,2083,0,0
S000859,C00319,database,sbg,linux,16,16,0.1,1569,0,1
S000860,C00143,vps,bhs,linux,32,128,1.0,541,0,0
S000861,C00147,dedicated,rbx,linux,4,8,0.5,1795,0,0
S000862,C00680,dedicated,gra,linux,32,16,2.0,1862,0,0
S000863,C00203,vps,sbg,linux,2,16,1.0,727,0,0
S000864,C00452,vps,eri,linux,64,16,0.25,1150,0,0
S000865,C00736,vps,rbx,linux,2,32,0.1,1840,0,0
S000866,C00808,vps,bhs,linux,4,32,0.25,347,0,0
S000867,C00240,vps,gra,linux,2,4,2.0,780,0,0
S000868,C00098,storage,bhs,linux,16,8,2.0,1004,0,0
S000869,C00697,storage,rbx,windows,64,16,0.5,16,0,0
S000870,C00618,vps,sbg,linux,4,32,1.0,368,0,0
S000871,C00298,vps,rbx,linux,4,16,0.25,1342,0,0
S000872,C00534,gpu,gra,managed,4,16,4.0,580,1,1
S000873,C00169,vps,rbx,linux,2,4,8.0,532,0,0
S000874,C00630,database,rbx,linux,16,32,2.0,652,0,1
S000875,C00654,dedicated,sbg,linux,2,16,0.1,274,0,0
S000876,C00269,vps,eri,linux,64,16,0.5,1401,0,0
S000877,C00421,vps,sbg,linux,32,16,8.0,569,0,0
S000878,C00300,vps,lim,linux,2,8,0.25,1433,0,0
S000879,C00028,dedicated,sbg,linux,8,8,1.0,1821,0,0
S000880,C00114,vps,gra,bsd,64,4,4.0,1053,0,0
S000881,C00863,vps,rbx,linux,32,32,2.0,2010,0,0
S000882,C00410,database,rbx,linux,16,8,1.0,432,0,1
S000883,C00132,vps,rbx,windows,2,8,1.0,2115,0,0
S000884,C00039,dedicated,lim,linux,2,256,4.0,708,0,0
S000885,C00318,vps,bhs,windows,16,16,0.5,666,0,0
S000886,C00884,vps,sbg,linux,4,16,4.0,2154,0,0
S000887,C00346,dedicated,sbg,linux,8,16,0.5,1003,0,0
S000888,C00899,vps,rbx,bsd,16,8,2.0,1644,0,0
S000889,C00440,vps,bhs,linux,4,4,4.0,1765,0,0
S000890,C00687,dedicated,gra,windows,2,64,1.0,986,0,0
S000891,C00706,vps,gra,linux,4,16,0.5,700,0,0
S000892,C00025,vps,rbx,windows,32,32,0.1,1081,0,0
S000893,C00005,storage,gra,linux,4,128,2.0,847,0,0
S000894,C00830,vps,bhs,linux,2,4,1.0,916,0,0
S000895,C00839,dedicated,gra,linux,64,32,0.25,522,0,0
S000896,C00119,database,gra,managed,16,4,2.0,2012,0,1
S000897,C00581,vps,lim,linux,8,16,4.0,1259,0,0
S000898,C00831,dedicated,eri,linux,16,64,4.0,1752,0,0
S000899,C00855,storage,sbg,windows,4,4,1.0,1450,0,0
S000900,C00266,dedicated,sbg,linux,64,256,8.0,777,0,0
S000901,C00735,storage,waw,linux,32,32,2.0,701,0,0
S000902,C00581,vps,gra,linux,4,16,0.1,2161,0,0
S000903,C00835,database,sbg,linux,4,4,8.0,54,0,1
S000904,C00132,database,gra,linux,4,32,1.0,649,0,1
S000905,C00540,dedicated,rbx,linux,8,16,4.0,1619,0,0
S000906,C00022,storage,eri,linux,8,8,2.0,1201,0,0
S000907,C00321,dedicated,waw,linux,8,16,1.0,1356,0,0
S000908,C00010,vps,eri,linux,64,4,0.5,48,0,0
S000909,C00398,vps,waw,linux,8,256,0.1,482,0,0
S000910,C00729,dedicated,bhs,linux,16,16,0.25,1319,0,0
S000911,C00592,dedicated,waw,linux,8,16,1.0,692,0,0
S000912,C00285,dedicated,bhs,linux,8,32,2.0,1035,0,0
S000913,C00384,dedicated,sbg,linux,2,32,0.1,2105,0,0
S000914,C00330,dedicated,rbx,linux,8,64,0.25,1404,0,0
S000915,C00658,database,sbg,linux,8,128,1.0,1386,0,1
S000916,C00239,vps,rbx,linux,2,8,0.5,432,0,0
S000917,C00082,storage,sbg,windows,16,16,0.25,1310,0,0
S000918,C00456,storage,gra,linux,8,32,0.1,2112,0,0
S000919,C00746,storage,sbg,windows,4,4,1.0,1407,0,0
S000920,C00429,vps,rbx,linux,16,32,1.0,1727,0,0
S000921,C00183,gpu,rbx,linux,4,4,2.0,2099,1,0
S000922,C00041,storage,sbg,managed,8,64,0.5,1982,0,1
S000923,C00849,storage,gra,windows,8,32,0.25,748,0,0
S000924,C00684,database,eri,linux,2,16,2.0,650,0,1
S000925,C00139,vps,sbg,linux,4,16,8.0,618,0,0
S000926,C00066,vps,rbx,linux,4,256,0.5,1694,0,0
S000927,C00116,gpu,gra,linux,4,32,2.0,829,1,0
S000928,C00338,vps,lim,linux,8,64,2.0,1809,0,0
S000929,C00730,storage,bhs,linux,2,64,4.0,1762,0,0
S000930,C00143,dedicated,rbx,linux,64,4,0.5,1465,0,0
S000931,C00736,dedicated,rbx,linux,4,4,0.1,266,0,0
S000932,C00001,vps,waw,linux,4,8,0.1,1566,0,0
S000933,C00664,dedicated,eri,linux,32,32,2.0,455,0,0
S000934,C00254,database,rbx,linux,8,32,2.0,1216,0,1
S000935,C00864,dedicated,gra,windows,8,16,0.5,502,0,0
S000936,C00428,vps,gra,linux,16,128,0.1,137,0,0
S000937,C00243,dedicated,gra,managed,32,4,0.1,1400,0,1
S000938,C00218,database,waw,windows,2,32,1.0,993,0,1
S000939,C00743,vps,eri,windows,2,16,4.0,1411,0,0
S000940,C00362,dedicated,eri,linux,64,16,0.5,1079,0,0
S000941,C00316,dedicated,waw,windows,2,4,1.0,818,0,0
S000942,C00662,vps,gra,managed,16,32,1.0,35,0,1
S000943,C00483,database,eri,windows,8,32,4.0,608,0,1
S000944,C00597,database,rbx,linux,8,8,2.0,1937,0,1
S000945,C00401,dedicated,rbx,linux,16,16,0.25,1660,0,0
S000946,C00057,vps,bhs,linux,64,32,1.0,1021,0,0
S000947,C00005,dedicated,gra,linux,2,16,2.0,70,0,0
S000948,C00035,vps,lim,linux,8,32,4.0,2166,0,0
S000949,C00517,vps,eri,windows,16,16,1.0,1625,0,0
S000950,C00462,dedicated,waw,linux,4,64,0.25,49,0,0
S000951,C00672,vps,waw,linux,32,32,1.0,463,0,0
S000952,C00805,gpu,rbx,windows,8,4,1.0,374,1,0
S000953,C00157,dedicated,gra,linux,2,64,0.25,1986,0,0
S000954,C00861,dedicated,waw,linux,32,16,8.0,2099,0,0
S000955,C00838,dedicated,bhs,windows,32,128,0.25,910,0,0
S000956,C00554,dedicated,lim,windows,2,32,4.0,392,0,0
S000957,C00477,dedicated,gra,linux,16,4,0.5,1413,0,0
S000958,C00158,vps,rbx,linux,4,32,0.1,600,0,0
S000959,C00160,dedicated,rbx,linux,2,8,1.0,267,0,0
S000960,C00016,storage,bhs,linux,4,64,1.0,570,0,0
S000961,C00581,gpu,waw,windows,32,128,2.0,559,1,0
S000962,C00389,database,eri,windows,2,32,1.0,119,0,1
S000963,C00172,vps,rbx,linux,2,16,0.1,1541,0,0
S000964,C00120,dedicated,sbg,linux,16,32,4.0,775,0,0
S000965,C00057,dedicated,gra,linux,4,16,1.0,1211,0,0
S000966,C00576,dedicated,rbx,linux,2,4,0.25,1211,0,0
S000967,C00616,database,rbx,linux,4,128,4.0,1695,0,1
S000968,C00568,database,bhs,linux,16,16,0.25,1677,0,1
S000969,C00099,vps,sbg,windows,8,8,0.1,1239,0,0
S000970,C00037,dedicated,rbx,linux,16,8,1.0,1843,0,0
S000971,C00095,vps,bhs,linux,2,256,1.0,1252,0,0
S000972,C00676,dedicated,lim,linux,8,128,1.0,58,0,0
S000973,C00665,database,rbx,windows,16,16,4.0,1888,0,1
S000974,C00265,dedicated,rbx,managed,4,8,0.25,1693,0,1
S000975,C00049,vps,bhs,linux,2,64,8.0,934,0,0
S000976,C00287,vps,waw,linux,4,16,0.1,850,0,0
S000977,C00728,dedicated,lim,windows,4,128,0.1,1969,0,0
S000978,C00129,vps,rbx,linux,4,64,0.25,937,0,0
S000979,C00716,gpu,sbg,linux,64,32,0.1,819,1,0
S000980,C00417,dedicated,lim,linux,8,4,0.5,1611,0,0
S000981,C00127,vps,rbx,windows,8,32,2.0,723,0,0
S000982,C00840,vps,sbg,linux,2,256,2.0,889,0,0
S000983,C00466,dedicated,eri,linux,8,16,2.0,1714,0,0
S000984,C00604,dedicated,gra,linux,8,64,0.1,491,0,0
S000985,C00086,dedicated,bhs,linux,32,16,2.0,26,0,0
S000986,C00334,dedicated,lim,linux,4,128,0.5,741,0,0
S000987,C00569,vps,gra,windows,16,32,2.0,379,0,0
S000988,C00580,storage,bhs,windows,4,4,2.0,796,0,0
S000989,C00056,vps,sbg,linux,8,16,0.25,158,0,0
S000990,C00543,database,lim,linux,32,4,1.0,1297,0,1
S000991,C00850,vps,lim,windows,8,16,4.0,1127,0,0
S000992,C00707,vps,lim,windows,16,64,0.25,599,0,0
S000993,C00186,vps,gra,linux,32,8,1.0,1382,0,0
S000994,C00821,dedicated,waw,linux,32,128,4.0,318,0,0
S000995,C00614,dedicated,eri,linux,4,4,0.5,23,0,0
S000996,C00051,vps,bhs,linux,4,32,0.5,1049,0,0
S000997,C00115,storage,bhs,linux,8,128,0.5,356,0,0
S000998,C00829,vps,gra,linux,64,32,2.0,1883,0,0
S000999,C00188,dedicated,lim,linux,8,64,0.5,666,0,0
S001000,C00087,database,gra,windows,4,256,0.5,943,0,1
S001001,C00405,dedicated,rbx,windows,8,32,0.25,648,0,0
S001002,C00473,database,eri,windows,2,32,8.0,954,0,1
S001003,C00515,storage,eri,linux,2,4,4.0,214,0,0
S001004,C00592,storage,eri,linux,2,16,1.0,2054,0,0
S001005,C00898,storage,sbg,linux,2,8,8.0,381,0,0
S001006,C00683,dedicated,gra,linux,16,64,1.0,870,0,0
S001007,C00023,vps,sbg,linux,4,32,4.0,1863,0,0
S001008,C00079,storage,gra,linux,2,32,0.25,938,0,0
S001009,C00000,storage,lim,managed,8,128,0.25,1541,0,1
S001010,C00355,dedicated,sbg,windows,4,4,4.0,151,0,0
S001011,C00315,dedicated,rbx,linux,4,128,0.5,652,0,0
S001012,C00840,dedicated,gra,windows,4,4,0.5,1671,0,0
S001013,C00329,vps,rbx,linux,2,16,2.0,580,0,0
S001014,C00027,vps,lim,linux,16,32,1.0,911,0,0
S001015,C00795,storage,bhs,linux,2,16,0.5,177,0,0
S001016,C00234,storage,gra,linux,4,32,0.5,1110,0,0
S001017,C00821,vps,gra,linux,4,32,0.5,768,0,0
S001018,C00697,dedicated,rbx,linux,4,64,0.25,1893,0,0
S001019,C00792,vps,gra,linux,2,8,0.25,876,0,0
S001020,C00737,dedicated,eri,managed,4,8,1.0,1819,0,1
S001021,C00128,dedicated,bhs,linux,4,4,2.0,1989,0,0
S001022,C00563,dedicated,gra,linux,2,16,0.5,1845,0,0
S001023,C00370,dedicated,waw,linux,32,8,0.5,1635,0,0
S001024,C00565,dedicated,rbx,linux,4,8,1.0,1285,0,0
S001025,C00671,vps,rbx,linux,2,64,0.25,1054,0,0
S001026,C00450,dedicated,sbg,linux,8,128,0.5,179,0,0
S001027,C00281,dedicated,gra,windows,2,64,0.25,297,0,0
S001028,C00824,dedicated,sbg,linux,16,4,1.0,837,0,0
S001029,C00596,vps,lim,linux,2,16,0.1,1443,0,0
S001030,C00796,vps,eri,linux,8,8,0.5,11,0,0
S001031,C00213,dedicated,rbx,windows,32,16,1.0,2059,0,0
S001032,C00754,dedicated,bhs,linux,2,16,2.0,2184,0,0
S001033,C00291,database,rbx,linux,4,128,2.0,172,0,1
S001034,C00414,vps,sbg,managed,8,32,4.0,212,0,1
S001035,C00774,vps,rbx,linux,64,8,1.0,1867,0,0
S001036,C00319,vps,sbg,linux,4,32,0.5,440,0,0
S001037,C00225,storage,gra,linux,8,128,0.25,397,0,0
S001038,C00823,gpu,eri,linux,2,4,0.1,412,1,0
S001039,C00867,vps,lim,managed,8,64,0.25,1543,0,1
S001040,C00279,vps,rbx,linux,4,8,0.25,292,0,0
S001041,C00275,dedicated,waw,linux,8,8,0.5,405,0,0
S001042,C00204,vps,gra,linux,2,64,1.0,875,0,0
S001043,C00021,vps,waw,linux,8,4,1.0,1320,0,0
S001044,C00497,dedicated,rbx,linux,4,32,0.5,2178,0,0
S001045,C00229,database,gra,windows,16,4,1.0,523,0,1
S001046,C00764,gpu,bhs,linux,16,32,0.25,561,1,0
S001047,C00154,dedicated,sbg,windows,16,32,1.0,1192,0,0
S001048,C00571,database,sbg,windows,64,64,1.0,919,0,1
S001049,C00456,dedicated,sbg,linux,8,64,0.5,1320,0,0
S001050,C00550,vps,gra,windows,16,32,0.25,542,0,0
S001051,C00101,gpu,gra,windows,2,16,8.0,1361,1,0
S001052,C00419,dedicated,bhs,linux,32,8,1.0,2036,0,0
S001053,C00563,vps,bhs,linux,8,32,1.0,1502,0,0
S001054,C00306,vps,gra,linux,4,16,0.1,1617,0,0
S001055,C00787,dedicated,rbx,linux,8,4,0.25,152,0,0
S001056,C00476,vps,bhs,windows,16,128,0.5,1985,0,0
S001057,C00326,dedicated,bhs,linux,16,8,8.0,1547,0,0
S001058,C00027,vps,lim,linux,16,4,0.25,1380,0,0
S001059,C00151,dedicated,sbg,linux,8,64,0.5,340,0,0
S001060,C00428,dedicated,sbg,linux,4,32,8.0,1218,0,0
S001061,C00360,vps,sbg,windows,32,32,0.5,1489,0,0
S001062,C00784,dedicated,rbx,windows,8,8,0.5,1372,0,0
S001063,C00707,vps,gra,windows,8,16,1.0,273,0,0
S001064,C00143,vps,gra,linux,8,32,0.5,91,0,0
S001065,C00532,storage,lim,linux,8,8,4.0,1055,0,0
S001066,C00408,dedicated,rbx,windows,16,32,0.1,1578,0,0
S001067,C00091,gpu,bhs,linux,8,8,2.0,851,1,0
S001068,C00599,storage,sbg,linux,32,8,0.25,1513,0,0
S001069,C00483,dedicated,rbx,linux,32,4,2.0,2128,0,0
S001070,C00078,storage,lim,linux,8,8,2.0,1956,0,0
S001071,C00421,storage,bhs,linux,2,8,2.0,1388,0,0
S001072,C00658,vps,gra,linux,8,32,2.0,1602,0,0
S001073,C00294,vps,waw,linux,8,16,1.0,194,0,0
S001074,C00321,storage,sbg,windows,8,8,0.25,188,0,0
S001075,C00099,database,rbx,linux,32,16,0.1,1542,0,1
S001076,C00183,vps,waw,linux,2,8,0.5,1762,0,0
S001077,C00883,storage,bhs,linux,4,16,0.5,427,0,0
S001078,C00558,storage,rbx,linux,32,64,0.5,1303,0,0
S001079,C00158,gpu,eri,linux,32,32,2.0,630,1,0
S001080,C00434,database,bhs,managed,4,32,2.0,239,0,1
S001081,C00173,dedicated,bhs,linux,4,8,8.0,833,0,0
S001082,C00398,dedicated,gra,linux,4,8,0.5,985,0,0
S001083,C00131,vps,rbx,windows,8,32,2.0,1707,0,0
S001084,C00556,vps,sbg,linux,8,16,2.0,1902,0,0
S001085,C00513,vps,bhs,linux,4,32,8.0,2077,0,0
S001086,C00570,storage,sbg,linux,4,128,2.0,230,0,0
S001087,C00399,database,waw,linux,8,16,0.5,2033,0,1
S001088,C00257,vps,rbx,linux,8,64,0.1,1139,0,0
S001089,C00224,vps,bhs,linux,8,16,8.0,376,0,0
S001090,C00193,dedicated,waw,windows,4,8,1.0,1424,0,0
S001091,C00386,vps,waw,linux,4,4,2.0,133,0,0
S001092,C00406,dedicated,waw,linux,4,32,2.0,1016,0,0
S001093,C00606,vps,lim,windows,64,8,2.0,1822,0,0
S001094,C00047,vps,gra,managed,4,32,2.0,2136,0,1
S001095,C00253,storage,bhs,linux,8,32,4.0,634,0,0
S001096,C00767,vps,eri,bsd,8,16,4.0,384,0,0
S001097,C00823,vps,sbg,windows,32,16,0.5,1282,0,0
S001098,C00837,dedicated,rbx,linux,4,32,0.1,346,0,0
S001099,C00275,dedicated,eri,linux,8,16,0.1,2153,0,0
S001100,C00123,database,gra,linux,16,64,0.5,721,0,1
S001101,C00178,database,rbx,linux,2,4,2.0,410,0,1
S001102,C00118,dedicated,gra,linux,8,128,2.0,524,0,0
S001103,C00859,dedicated,sbg,linux,4,4,0.5,825,0,0
S001104,C00795,vps,rbx,windows,64,8,0.5,1631,0,0
S001105,C00729,vps,sbg,linux,16,32,1.0,1908,0,0
S001106,C00656,vps,eri,linux,2,4,2.0,1620,0,0
S001107,C00308,dedicated,sbg,windows,16,8,1.0,1430,0,0
S001108,C00428,vps,sbg,managed,16,8,0.25,595,0,1
S001109,C00757,dedicated,lim,windows,8,32,0.5,2062,0,0
S001110,C00732,dedicated,waw,linux,4,32,1.0,2199,0,0
S001111,C00466,dedicated,rbx,linux,2,4,1.0,1390,0,0
S001112,C00753,vps,gra,linux,8,16,2.0,1722,0,0
S001113,C00312,vps,bhs,linux,8,8,4.0,668,0,0
S001114,C00372,dedicated,lim,linux,32,128,0.1,984,0,0
S001115,C00755,vps,sbg,bsd,4,4,0.25,1771,0,0
S001116,C00338,vps,rbx,linux,8,32,0.5,933,0,0
S001117,C00676,storage,waw,linux,4,16,0.5,1670,0,0
S001118,C00407,database,bhs,linux,8,32,0.5,1891,0,1
S001119,C00268,dedicated,sbg,linux,2,128,0.1,2054,0,0
S001120,C00196,gpu,lim,linux,4,16,0.1,642,1,0
S001121,C00546,vps,waw,linux,2,32,2.0,1048,0,0
S001122,C00431,vps,bhs,linux,8,16,0.1,849,0,0
S001123,C00332,vps,bhs,windows,4,32,2.0,1106,0,0
S001124,C00668,vps,bhs,linux,16,16,0.5,1634,0,0
S001125,C00000,dedicated,sbg,linux,2,8,0.5,713,0,0
S001126,C00082,database,sbg,managed,8,4,0.1,513,0,1
S001127,C00865,vps,bhs,linux,8,4,0.1,591,0,0
S001128,C00597,vps,bhs,linux,2,128,0.5,1685,0,0
S001129,C00494,vps,sbg,linux,2,32,2.0,2192,0,0
S001130,C00013,dedicated,gra,linux,4,8,4.0,227,0,0
S001131,C00538,dedicated,bhs,linux,8,16,0.1,2149,0,0
S001132,C00391,vps,bhs,linux,64,32,0.1,71,0,0
S001133,C00539,vps,rbx,linux,2,16,0.25,1165,0,0
S001134,C00036,storage,rbx,linux,16,16,2.0,295,0,0
S001135,C00495,vps,rbx,linux,16,32,0.25,2101,0,0
S001136,C00520,vps,eri,windows,8,8,0.25,1676,0,0
S001137,C00261,storage,lim,windows,8,16,4.0,784,0,0
S001138,C00049,dedicated,sbg,linux,64,8,2.0,1510,0,0
S001139,C00874,vps,rbx,linux,8,4,1.0,1870,0,0
S001140,C00638,vps,waw,linux,16,32,0.25,479,0,0
S001141,C00559,dedicated,sbg,linux,4,32,0.5,1397,0,0
S001142,C00690,dedicated,eri,linux,16,256,0.25,659,0,0
S001143,C00603,dedicated,gra,windows,64,8,1.0,1577,0,0
S001144,C00120,dedicated,gra,linux,32,32,2.0,1248,0,0
S001145,C00409,vps,sbg,linux,4,128,0.25,1580,0,0
S001146,C00799,dedicated,rbx,linux,16,32,4.0,1401,0,0
S001147,C00259,vps,bhs,windows,2,128,0.5,1399,0,0
S001148,C00874,dedicated,waw,linux,16,256,2.0,187,0,0
S001149,C00057,dedicated,gra,linux,4,64,0.1,1875,0,0
S001150,C00297,dedicated,sbg,managed,8,256,0.5,378,0,1
S001151,C00315,dedicated,bhs,linux,4,32,0.1,863,0,0
S001152,C00555,database,lim,linux,2,16,1.0,1124,0,1
S001153,C00158,dedicated,sbg,linux,4,64,0.1,1868,0,0
S001154,C00206,dedicated,rbx,linux,2,64,0.5,1384,0,0
S001155,C00595,dedicated,sbg,linux,4,4,2.0,404,0,0
S001156,C00256,vps,sbg,linux,16,8,2.0,630,0,0
S001157,C00791,vps,waw,linux,16,8,1.0,440,0,0
S001158,C00783,storage,sbg,linux,16,64,1.0,1300,0,0
S001159,C00272,vps,rbx,windows,16,8,1.0,1578,0,0
S001160,C00503,vps,waw,linux,4,8,1.0,1560,0,0
S001161,C00299,vps,sbg,bsd,8,16,0.5,1650,0,0
S001162,C00310,gpu,gra,managed,8,4,0.1,1544,1,1
S001163,C00603,vps,sbg,windows,2,128,0.5,1985,0,0
S001164,C00263,dedicated,eri,linux,8,16,0.1,1994,0,0
S001165,C00134,vps,bhs,linux,16,8,0.5,605,0,0
S001166,C00233,storage,rbx,linux,8,8,0.5,670,0,0
S001167,C00836,vps,bhs,linux,16,64,0.25,124,0,0
S001168,C00233,database,rbx,linux,2,32,2.0,588,0,1
S001169,C00327,gpu,sbg,linux,16,16,1.0,1116,1,0
S001170,C00565,dedicated,sbg,linux,4,16,1.0,1449,0,0
S001171,C00091,storage,rbx,linux,32,64,4.0,1925,0,0
S001172,C00241,vps,rbx,windows,4,32,0.5,1307,0,0
S001173,C00157,vps,eri,linux,8,32,0.25,2137,0,0
S001174,C00831,vps,rbx,linux,8,16,0.25,1217,0,0
S001175,C00839,gpu,waw,linux,4,256,1.0,1887,1,0
S001176,C00680,vps,bhs,linux,4,32,0.25,1778,0,0
S001177,C00222,vps,sbg,linux,4,16,2.0,1078,0,0
S001178,C00554,dedicated,gra,linux,8,128,0.5,1919,0,0
S001179,C00596,vps,rbx,linux,32,64,0.5,1899,0,0
S001180,C00782,database,gra,linux,4,32,1.0,688,0,1
S001181,C00140,vps,sbg,linux,8,32,0.5,471,0,0
S001182,C00662,dedicated,eri,managed,32,16,2.0,268,0,1
S001183,C00174,gpu,lim,windows,8,16,1.0,2026,1,0
S001184,C00511,storage,gra,linux,16,8,2.0,973,0,0
S001185,C00791,vps,rbx,linux,8,32,1.0,1247,0,0
S001186,C00055,dedicated,gra,linux,8,16,0.5,602,0,0
S001187,C00133,vps,eri,windows,2,16,0.5,857,0,0
S001188,C00731,dedicated,rbx,linux,2,128,1.0,886,0,0
S001189,C00016,dedicated,rbx,linux,8,8,0.5,1280,0,0
S001190,C00616,vps,bhs,windows,16,64,0.5,386,0,0
S001191,C00451,database,sbg,linux,2,8,0.25,1725,0,1
S001192,C00311,vps,rbx,linux,32,4,1.0,860,0,0
S001193,C00776,gpu,bhs,linux,4,4,0.1,529,1,0
S001194,C00764,database,gra,linux,4,16,8.0,33,0,1
S001195,C00293,dedicated,gra,linux,32,16,0.25,225,0,0
S001196,C00003,dedicated,gra,windows,32,16,0.5,592,0,0
S001197,C00115,vps,rbx,linux,8,32,0.25,1613,0,0
S001198,C00096,storage,eri,linux,4,16,0.5,1880,0,0
S001199,C00884,vps,sbg,linux,2,4,0.5,2095,0,0
S001200,C00537,vps,waw,managed,4,16,1.0,655,0,1
S001201,C00609,vps,rbx,linux,16,4,0.25,1401,0,0
S001202,C00207,storage,bhs,linux,4,4,0.25,590,0,0
S001203,C00765,vps,eri,linux,16,8,0.1,314,0,0
S001204,C00650,dedicated,rbx,linux,4,32,0.5,1194,0,0
S001205,C00676,dedicated,eri,windows,8,32,4.0,1415,0,0
S001206,C00421,dedicated,bhs,managed,4,64,0.5,1674,0,1
S001207,C00628,database,waw,windows,8,32,2.0,257,0,1
S001208,C00489,database,rbx,windows,8,16,0.5,1643,0,1
S001209,C00346,storage,bhs,linux,64,8,0.5,668,0,0
S001210,C00535,dedicated,sbg,linux,32,4,2.0,613,0,0
S001211,C00291,vps,eri,linux,16,32,0.1,70,0,0
S001212,C00857,dedicated,lim,linux,2,8,2.0,450,0,0
S001213,C00645,vps,rbx,linux,32,8,0.5,1073,0,0
S001214,C00665,dedicated,eri,windows,32,128,0.5,416,0,0
S001215,C00645,storage,lim,linux,32,8,4.0,707,0,0
S001216,C00403,dedicated,bhs,linux,8,4,0.5,1166,0,0
S001217,C00855,vps,gra,linux,2,128,8.0,215,0,0
S001218,C00187,database,gra,windows,16,8,4.0,1925,0,1
S001219,C00511,vps,gra,windows,4,16,0.25,680,0,0
S001220,C00062,dedicated,gra,linux,4,4,0.5,1670,0,0
S001221,C00265,database,eri,windows,4,16,2.0,1425,0,1
S001222,C00517,vps,rbx,windows,8,128,0.25,1653,0,0
S001223,C00440,vps,bhs,linux,4,32,2.0,636,0,0
S001224,C00847,vps,bhs,windows,16,16,0.25,379,0,0
S001225,C00552,gpu,bhs,linux,8,8,0.25,315,1,0
S001226,C00370,vps,rbx,linux,8,16,1.0,505,0,0
S001227,C00384,vps,sbg,linux,2,32,2.0,1199,0,0
S001228,C00550,vps,bhs,linux,32,8,2.0,1373,0,0
S001229,C00712,dedicated,sbg,linux,4,8,1.0,1657,0,0
S001230,C00248,storage,gra,linux,8,32,0.25,2120,0,0
S001231,C00526,dedicated,waw,linux,8,64,0.5,1826,0,0
S001232,C00517,vps,gra,linux,4,64,0.25,785,0,0
S001233,C00008,vps,bhs,linux,16,64,0.25,1039,0,0
S001234,C00821,dedicated,sbg,linux,2,16,0.5,2100,0,0
S001235,C00512,vps,rbx,linux,32,32,1.0,1564,0,0
S001236,C00217,vps,waw,linux,2,128,0.25,917,0,0
S001237,C00570,dedicated,gra,windows,64,4,0.1,1833,0,0
S001238,C00610,dedicated,eri,windows,8,16,1.0,300,0,0
S001239,C00823,gpu,lim,linux,2,8,0.1,1480,1,0
S001240,C00030,database,rbx,linux,8,256,8.0,2087,0,1
S001241,C00372,vps,rbx,linux,4,128,0.5,1160,0,0
S001242,C00162,dedicated,gra,managed,64,64,0.1,1349,0,1
S001243,C00517,dedicated,lim,linux,16,8,4.0,132,0,0
S001244,C00451,dedicated,bhs,linux,8,128,1.0,1331,0,0
S001245,C00427,vps,gra,linux,4,4,2.0,638,0,0
S001246,C00883,database,sbg,linux,64,8,0.5,2187,0,1
S001247,C00478,storage,gra,linux,8,32,0.5,704,0,0
S001248,C00369,vps,sbg,linux,8,64,1.0,691,0,0
S001249,C00060,database,sbg,linux,4,64,0.5,869,0,1
S001250,C00260,vps,gra,linux,4,8,1.0,1533,0,0
S001251,C00807,dedicated,waw,linux,16,16,0.25,2092,0,0
S001252,C00406,vps,rbx,linux,8,16,0.5,762,0,0
S001253,C00819,dedicated,sbg,windows,16,4,0.1,460,0,0
S001254,C00479,gpu,bhs,linux,8,64,2.0,1682,1,0
S001255,C00493,vps,eri,managed,8,16,0.5,1191,0,1
S001256,C00386,vps,sbg,linux,8,8,8.0,1000,0,0
S001257,C00500,vps,lim,windows,16,16,0.25,2180,0,0
S001258,C00060,database,rbx,bsd,4,32,0.5,1090,0,1
S001259,C00051,vps,lim,windows,32,64,0.5,1361,0,0
S001260,C00428,vps,rbx,windows,4,8,1.0,2159,0,0
S001261,C00538,dedicated,bhs,linux,16,8,2.0,460,0,0
S001262,C00495,database,gra,linux,32,128,0.5,1986,0,1
S001263,C00386,vps,eri,linux,16,16,0.5,2112,0,0
S001264,C00264,dedicated,eri,linux,4,16,2.0,1036,0,0
S001265,C00638,gpu,sbg,managed,16,8,0.25,740,1,1
S001266,C00544,dedicated,sbg,linux,4,256,1.0,358,0,0
S001267,C00042,dedicated,bhs,linux,2,32,2.0,106,0,0
S001268,C00407,vps,rbx,bsd,16,8,0.25,2165,0,0
S001269,C00639,dedicated,bhs,linux,16,4,1.0,949,0,0
S001270,C00705,vps,bhs,linux,2,8,2.0,1469,0,0
S001271,C00258,dedicated,sbg,linux,32,8,0.1,530,0,0
S001272,C00832,dedicated,gra,windows,8,4,0.5,712,0,0
S001273,C00586,dedicated,lim,windows,32,8,0.5,1801,0,0
